ID,value
Fund 2-Fund 120,0.7723206564096047
Fund 2-Fund 121,0.8135099904293486
Fund 2-Fund 122,0.8021750185647525
Fund 2-Fund 123,0.6756495565896854
Fund 2-Fund 124,0.7265431558430191
Fund 2-Fund 125,0.7149975776885744
Fund 2-Fund 126,0.8392570260346612
Fund 2-Fund 127,0.7106066454021526
Fund 2-Fund 128,0.7328708362851427
Fund 2-Fund 129,0.8101946269576263
Fund 2-Fund 130,0.5859123340358949
Fund 2-Fund 131,0.5828106784420986
Fund 2-Fund 132,0.7664184798255652
Fund 2-Fund 133,0.7600920690940408
Fund 2-Fund 134,0.7665707026439748
Fund 2-Fund 135,0.7850872181637236
Fund 2-Fund 136,0.7807947265129764
Fund 2-Fund 137,0.7364137838576409
Fund 2-Fund 138,0.7009027703440254
Fund 2-Fund 139,0.8115932176289562
Fund 2-Fund 140,0.7363946325384912
Fund 2-Fund 141,0.8026123944961183
Fund 2-Fund 142,0.8032495390457441
Fund 2-Fund 143,0.706428352582769
Fund 2-Fund 144,0.8101946269576263
Fund 2-Fund 145,0.7250099939358008
Fund 2-Fund 146,0.8141699171343961
Fund 2-Fund 147,0.78703464884994
Fund 2-Fund 148,0.6930062362780486
Fund 2-Fund 149,0.7862849696819552
Fund 2-Fund 150,0.7902450973399824
Fund 2-Fund 151,0.7066947992502677
Fund 2-Fund 152,0.7638396112819187
Fund 2-Fund 153,0.7297624499872883
Fund 2-Fund 154,0.7232852092751756
Fund 2-Fund 155,0.7250099939358008
Fund 2-Fund 156,0.7484391678062051
Fund 2-Fund 157,0.6933412000305397
Fund 2-Fund 158,0.8254539064839066
Fund 2-Fund 159,0.7638396112819187
Fund 2-Fund 160,0.7607312249840643
Fund 2-Fund 161,0.827222001794895
Fund 2-Fund 162,0.7265245810662774
Fund 2-Fund 163,0.6567335229059583
Fund 2-Fund 164,0.7423894908848606
Fund 2-Fund 165,0.6729715665169405
Fund 2-Fund 166,0.8003265546749601
Fund 2-Fund 167,0.755033841222875
Fund 2-Fund 168,0.7952431966426594
Fund 2-Fund 169,0.7291025232822408
Fund 2-Fund 170,0.685908926478602
Fund 2-Fund 171,0.7714068131359584
Fund 2-Fund 172,0.6844876553028869
Fund 2-Fund 173,0.7554738541211442
Fund 2-Fund 174,0.7773066219762625
Fund 2-Fund 175,0.6283495933713361
Fund 2-Fund 176,0.730047450991943
Fund 2-Fund 177,0.8178729428571043
Fund 2-Fund 178,0.7757131889440458
Fund 2-Fund 179,0.7856458760232516
Fund 2-Fund 180,0.8095347002525788
Fund 2-Fund 181,0.808706222119127
Fund 2-Fund 182,0.7371664965573986
Fund 2-Fund 183,0.7371664965573986
Fund 2-Fund 184,0.7808025377033285
Fund 2-Fund 185,0.7742212381841387
Fund 2-Fund 186,0.7375724792821085
Fund 2-Fund 187,0.8101946269576263
Fund 2-Fund 188,0.8315768961130143
Fund 2-Fund 189,0.7392358105101624
Fund 2-Fund 190,0.7757131889440458
Fund 2-Fund 191,0.7964193205201922
Fund 2-Fund 192,0.7296209814999348
Fund 2-Fund 193,0.8352799218357225
Fund 2-Fund 194,0.7375910540588502
Fund 2-Fund 195,0.7447361420834965
Fund 2-Fund 196,0.7705612078575607
Fund 2-Fund 197,0.8162355304193238
Fund 2-Fund 198,0.7411772353035072
Fund 2-Fund 199,0.8294038106931663
Fund 2-Fund 200,0.7866095160425702
Fund 3-Fund 4,0.8260884472214443
Fund 3-Fund 5,0.8402544210093956
Fund 3-Fund 6,0.662439929066609
Fund 3-Fund 7,0.6672741827557509
Fund 3-Fund 8,0.6413860903843971
Fund 3-Fund 9,0.7934095763895797
Fund 3-Fund 10,0.7784630150932789
Fund 3-Fund 11,0.7107380263872634
Fund 3-Fund 12,0.7477792411011576
Fund 3-Fund 13,0.8190162538869827
Fund 3-Fund 14,0.8494779279900402
Fund 3-Fund 15,0.7273317372469773
Fund 3-Fund 16,0.8294291966606762
Fund 3-Fund 17,0.8765724818998719
Fund 3-Fund 18,0.8070432798584599
Fund 3-Fund 19,0.8122530215899413
Fund 3-Fund 20,0.7283607264983545
Fund 3-Fund 21,0.7721813514135785
Fund 3-Fund 22,0.8139193511401543
Fund 3-Fund 23,0.680211542717412
Fund 3-Fund 24,0.7100073862127712
Fund 3-Fund 25,0.7411772353035072
Fund 3-Fund 26,0.7336809528233437
Fund 3-Fund 27,0.8577830830119015
Fund 3-Fund 28,0.8394381823035146
Fund 3-Fund 29,0.676068297280068
Fund 3-Fund 30,0.755033841222875
Fund 3-Fund 31,0.8420027678929731
Fund 3-Fund 32,0.847470716376832
Fund 3-Fund 33,0.7901565199145781
Fund 3-Fund 34,0.8254285205163967
Fund 3-Fund 35,0.7872694427476178
Fund 3-Fund 36,0.6496751138702739
Fund 3-Fund 37,0.6910820314533777
Fund 3-Fund 38,0.8254539064839066
Fund 3-Fund 39,0.7778030883882313
Fund 3-Fund 40,0.7982163501202247
Fund 3-Fund 41,0.8324351308159224
Fund 3-Fund 42,0.7318853577262443
Fund 3-Fund 43,0.7985013253786708
Fund 3-Fund 44,0.7633461541723308
Fund 3-Fund 45,0.8577830830119015
Fund 3-Fund 46,0.7942657109099267
Fund 3-Fund 47,0.8831169616820775
Fund 3-Fund 48,0.7546475775814703
Fund 3-Fund 49,0.7895336333868879
Fund 3-Fund 50,0.8041987091398608
Fund 3-Fund 51,0.8431018764243985
Fund 3-Fund 52,0.7794993798620824
Fund 3-Fund 53,0.8515995215051655
Fund 3-Fund 54,0.8294291966606762
Fund 3-Fund 55,0.7967588893902862
Fund 3-Fund 56,0.8263099014964252
Fund 3-Fund 57,0.7982163501202247
Fund 3-Fund 58,0.8260187616745645
Fund 3-Fund 59,0.8260884472214443
Fund 3-Fund 60,0.8468361756392944
Fund 3-Fund 61,0.828642275764244
Fund 3-Fund 62,0.7566500415916918
Fund 3-Fund 63,0.8351239766097778
Fund 3-Fund 64,0.8260884472214443
Fund 3-Fund 65,0.7986680210911481
Fund 3-Fund 66,0.8658371123628494
Fund 3-Fund 67,0.8509757484944342
Fund 3-Fund 68,0.7748557789216763
Fund 3-Fund 69,0.8260884472214443
Fund 3-Fund 70,0.6616732801325127
Fund 3-Fund 71,0.7246354097886585
Fund 3-Fund 72,0.7934529834432231
Fund 3-Fund 73,0.8310562187307065
Fund 3-Fund 74,0.8118363013649907
Fund 3-Fund 75,0.8400727230410523
Fund 3-Fund 76,0.7149975776885744
Fund 3-Fund 77,0.8091259949963692
Fund 3-Fund 78,0.847470716376832
Fund 3-Fund 79,0.847470716376832
Fund 3-Fund 80,0.7598006342009901
Fund 3-Fund 81,0.7581422275207296
Fund 3-Fund 82,0.7307174828271135
Fund 3-Fund 83,0.7928023001353445
Fund 3-Fund 84,0.8138976526803345
Fund 3-Fund 85,0.7995725211203653
Fund 3-Fund 86,0.7291681303076853
Fund 3-Fund 87,0.8364008138565138
Fund 3-Fund 88,0.8220232977119013
Fund 3-Fund 89,0.7690383194501236
Fund 3-Fund 90,0.7559901148866442
Fund 3-Fund 91,0.7844961763307459
Fund 3-Fund 92,0.7980080943861005
Fund 3-Fund 93,0.8254539064839066
Fund 3-Fund 94,0.6382718277852719
Fund 3-Fund 95,0.7929666472153147
Fund 3-Fund 96,0.7443323102182412
Fund 3-Fund 97,0.8059958454446163
Fund 3-Fund 98,0.8743659305217573
Fund 3-Fund 99,0.8394381823035146
Fund 3-Fund 100,0.8425541732410022
Fund 3-Fund 101,0.8488433872525025
Fund 3-Fund 102,0.7682137988216412
Fund 3-Fund 103,0.8352799218357225
Fund 3-Fund 104,0.8061395237411841
Fund 3-Fund 105,0.7959424811011726
Fund 3-Fund 106,0.7672831993534629
Fund 3-Fund 107,0.8323765749791399
Fund 3-Fund 108,0.7906538096343887
Fund 3-Fund 109,0.8408889617469333
Fund 3-Fund 110,0.7933849009964447
Fund 3-Fund 111,0.8640820460570833
Fund 3-Fund 112,0.8400727230410523
Fund 3-Fund 113,0.809233711106518
Fund 3-Fund 114,0.847230681552732
Fund 3-Fund 115,0.8260884472214443
Fund 3-Fund 116,0.799568388386245
Fund 3-Fund 117,0.8101179788691564
Fund 3-Fund 118,0.824443816131051
Fund 3-Fund 119,0.7579904212342923
Fund 3-Fund 120,0.7380938306126045
Fund 3-Fund 121,0.788618729754081
Fund 3-Fund 122,0.8798791378600226
Fund 3-Fund 123,0.8424332593206905
Fund 3-Fund 124,0.8364008138565138
Fund 3-Fund 125,0.7784630150932789
Fund 3-Fund 126,0.8596060154389138
Fund 3-Fund 127,0.8520833511053874
Fund 3-Fund 128,0.8364008138565138
Fund 3-Fund 129,0.8194217779004369
Fund 3-Fund 130,0.7111303845952468
Fund 3-Fund 131,0.7179018377061426
Fund 3-Fund 132,0.6730054308058699
Fund 3-Fund 133,0.792319580605757
Fund 3-Fund 134,0.7960540060392567
Fund 3-Fund 135,0.8326434283506077
Fund 3-Fund 136,0.8403761040332833
Fund 3-Fund 137,0.8254285205163967
Fund 3-Fund 138,0.6370508402881345
Fund 3-Fund 139,0.7348089294428911
Fund 3-Fund 140,0.7175955975513704
Fund 3-Fund 141,0.7240650662260986
Fund 3-Fund 142,0.8141699171343961
Fund 3-Fund 143,0.7589258049635418
Fund 3-Fund 144,0.8571581898646761
Fund 3-Fund 145,0.7086775746438649
Fund 3-Fund 146,0.8294291966606762
Fund 3-Fund 147,0.8139193511401543
Fund 3-Fund 148,0.8350352659849107
Fund 3-Fund 149,0.8274863843846478
Fund 3-Fund 150,0.7980080943861005
Fund 3-Fund 151,0.7071695191587752
Fund 3-Fund 152,0.8620797268569433
Fund 3-Fund 153,0.8260884472214443
Fund 3-Fund 154,0.7811941064553349
Fund 3-Fund 155,0.8256948974457803
Fund 3-Fund 156,0.7431312876687467
Fund 3-Fund 157,0.7831109619786246
Fund 3-Fund 158,0.7930429566461283
Fund 3-Fund 159,0.8013040404076928
Fund 3-Fund 160,0.8260884472214443
Fund 3-Fund 161,0.7960540060392567
Fund 3-Fund 162,0.8512013283820028
Fund 3-Fund 163,0.7322131064749821
Fund 3-Fund 164,0.7436723835131936
Fund 3-Fund 165,0.7603931994859727
Fund 3-Fund 166,0.8831169616820775
Fund 3-Fund 167,0.755504412006585
Fund 3-Fund 168,0.777342838845778
Fund 3-Fund 169,0.8039754374389696
Fund 3-Fund 170,0.8364008138565138
Fund 3-Fund 171,0.8577830830119015
Fund 3-Fund 172,0.8221486680000603
Fund 3-Fund 173,0.7982163501202247
Fund 3-Fund 174,0.8400727230410523
Fund 3-Fund 175,0.74081937060258
Fund 3-Fund 176,0.7468746190646963
Fund 3-Fund 177,0.8074232234569627
Fund 3-Fund 178,0.8494779279900402
Fund 3-Fund 179,0.8853128378943644
Fund 3-Fund 180,0.795205599410763
Fund 3-Fund 181,0.7806900838980605
Fund 3-Fund 182,0.7606299623473147
Fund 3-Fund 183,0.8300637373982138
Fund 3-Fund 184,0.8022346398758711
Fund 3-Fund 185,0.8254539064839066
Fund 3-Fund 186,0.6999349418028488
Fund 3-Fund 187,0.7934095763895797
Fund 3-Fund 188,0.8067994504462317
Fund 3-Fund 189,0.7151207911444373
Fund 3-Fund 190,0.7916510897206523
Fund 3-Fund 191,0.7690626056093809
Fund 3-Fund 192,0.8294291966606762
Fund 3-Fund 193,0.7741000626655231
Fund 3-Fund 194,0.8466277041702157
Fund 3-Fund 195,0.8281409841716465
Fund 3-Fund 196,0.762005057675519
Fund 3-Fund 197,0.7340671326590048
Fund 3-Fund 198,0.6870464277822367
Fund 3-Fund 199,0.730955412833368
Fund 3-Fund 200,0.7163130515628031
Fund 4-Fund 5,0.8827684205395812
Fund 4-Fund 6,0.6356277020014562
Fund 4-Fund 7,0.6540893971221426
Fund 4-Fund 8,0.6399324905545247
Fund 4-Fund 9,0.842802586169249
Fund 4-Fund 10,0.8417533007228728
Fund 4-Fund 11,0.7497764703599551
Fund 4-Fund 12,0.7195979527325165
Fund 4-Fund 13,0.8469329144516544
Fund 4-Fund 14,0.9171447177655203
Fund 4-Fund 15,0.6934136753530573
Fund 4-Fund 16,0.8870577069596024
Fund 4-Fund 17,0.8844544238750851
Fund 4-Fund 18,0.863108966973335
Fund 4-Fund 19,0.7986680210911481
Fund 4-Fund 20,0.7442732675663044
Fund 4-Fund 21,0.7357041896120067
Fund 4-Fund 22,0.7942482519327116
Fund 4-Fund 23,0.6623539830786935
Fund 4-Fund 24,0.7727656313320895
Fund 4-Fund 25,0.8350352659849107
Fund 4-Fund 26,0.7195979527325165
Fund 4-Fund 27,0.79827805367778
Fund 4-Fund 28,0.8622031652613262
Fund 4-Fund 29,0.6934704967920873
Fund 4-Fund 30,0.7250099939358008
Fund 4-Fund 31,0.8402544210093956
Fund 4-Fund 32,0.8315897496877411
Fund 4-Fund 33,0.8336992713719251
Fund 4-Fund 34,0.839270011562377
Fund 4-Fund 35,0.7996666279699125
Fund 4-Fund 36,0.6210164568707974
Fund 4-Fund 37,0.8028602510824483
Fund 4-Fund 38,0.8451501723037906
Fund 4-Fund 39,0.7908802442149037
Fund 4-Fund 40,0.8217662184680363
Fund 4-Fund 41,0.835404592833469
Fund 4-Fund 42,0.756967600619377
Fund 4-Fund 43,0.8630302584779945
Fund 4-Fund 44,0.7917592569303498
Fund 4-Fund 45,0.8517699249653059
Fund 4-Fund 46,0.794570837419136
Fund 4-Fund 47,0.8818764403228025
Fund 4-Fund 48,0.7982163501202247
Fund 4-Fund 49,0.8737192352517384
Fund 4-Fund 50,0.848510926513381
Fund 4-Fund 51,0.8893182638243269
Fund 4-Fund 52,0.8555247457277799
Fund 4-Fund 53,0.8549933807103582
Fund 4-Fund 54,0.877012634224005
Fund 4-Fund 55,0.786960196170269
Fund 4-Fund 56,0.7750532622389983
Fund 4-Fund 57,0.8509757484944342
Fund 4-Fund 58,0.8674778069257685
Fund 4-Fund 59,0.8359036948464538
Fund 4-Fund 60,0.8628096767181856
Fund 4-Fund 61,0.8188035423252824
Fund 4-Fund 62,0.7952307641241836
Fund 4-Fund 63,0.892660019206402
Fund 4-Fund 64,0.8980987816471815
Fund 4-Fund 65,0.8135099904293486
Fund 4-Fund 66,0.8509757484944342
Fund 4-Fund 67,0.8332513695218033
Fund 4-Fund 68,0.8059958454446163
Fund 4-Fund 69,0.8010058777232203
Fund 4-Fund 70,0.6599314716124748
Fund 4-Fund 71,0.6431181649455804
Fund 4-Fund 72,0.7843621763074731
Fund 4-Fund 73,0.8402345117673944
Fund 4-Fund 74,0.8555139780009735
Fund 4-Fund 75,0.8871790184355324
Fund 4-Fund 76,0.6930062362780486
Fund 4-Fund 77,0.8501017010007714
Fund 4-Fund 78,0.8570093360031192
Fund 4-Fund 79,0.8527071241161186
